,id,text,author_id,lang,withheld,geo
7,1389459351136444423,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,808994444,th,,
8,1389459350985584640,Canada’s high-risk populations face COVID-19 vaccine barriers https://t.co/wiifCTNdZA,2869832432,en,,
9,1389459350339547142,"RT @Haraprasad_: India is likely to face a vaccine shortage for the next few months, Serum Institute CEO Adar Poonawalla said. The capacity…",1345087307313893376,en,,
0,1389459350146535426,RT @ASCALON_dnity: สรุปคือฉีดได้นะ แต่ต้อง observe 30 - 45 นาที และกลุ่มที่มีประวัติแพ้สารก่อภูมิแพ้รุนแรงก็ต้องมีการประเมินความเสี่ยงก่อนแ…,1248977051249340416,th,,
1,1389459349035053064,"RT @muskanmt13: Rs 13,450 crore is being poured into the central vista project. This project is going ahead during this pandemic.

Aur bolo…",1191651717168812034,en,,
2,1389459348322127872,Terpaksa cancel appointment vaccine... tak sempat second dose dah kena fly.,98900591,in,,
3,1389459347898474496,"RT @Teensthack: The vaccine shortage has raised concerns that some may not get their second dose on time. Slots
are getting filled within m…",64235467,en,,
4,1389459347722235905,RT @wirojlak: ฟิลิปปินส์อนุมัติวัคซีน Sinovac สำหรับการใช้ในกรณีฉุกเฉิน แต่ไม่แนะนำให้ใช้กับบุคลากรทางการแพทย์ เนื่องจากประสิทธิภาพที่ต่ำ…,1038374769928728576,th,,
5,1389459347294588928,RT @ABC: Federal investigators seized a website that they say fraudulently offered coronavirus vaccines in order to allegedly steal users'…,1362607921020952580,en,,
6,1389459347126640641,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",817647662933504002,th,,
7,1389459347088969731,"@RahulGandhi This is called as SPIT and LICK.
Earlier a yuvraj was against lockdown, Vaccination and whatever govt did...
Now he is asking for more vaccines, lockdown etc. 
Need to grow up as govt even after initial failure will do best possible for country men.",2714291262,en,,
8,1389459347009376257,"RT @mikegalsworthy: It’s just back to back lies.

European Super League: Explain why the were no German teams, then. Half the teams were En…",289484541,en,,
9,1389459346610872320,RT @LabCoatGiirl: #AbujaTwitterCommunity Remember when I said #AbujaMedicalFest 2.0 will be bigger &amp; better 😊 on the 22nd of May you'll hav…,959932764454834176,en,,
0,1389459346283765760,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1183723638463164419,th,,
1,1389459346141102081,"On Mondays and Thursdays from 6 a.m. to 9 a.m., people can walk in and get a COVID-19 vaccine at all Giant pharmacy locations in Maryland. https://t.co/d7BP8b1cty",165831055,en,,
2,1389459346124251136,"RT @apoorva_nyc: BREAKING: The Pfizer-BioNTech coronavirus vaccine is extremely effective in adolescents 12 to 15 years old, perhaps even m…",913675438093877248,en,,
3,1389459346086580224,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,137268961,th,,
4,1389459345578987523,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",2653090297,th,,
5,1389459345532866567,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1010030656510820352,th,,
6,1389459345113436160,"RT @LionelMedia: Well, he’s right again. Got a problem with that? Someone’s got to get rid of the vax no one wants. Military, students, kid…",18851009,en,,
7,1389459344777908225,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",361068628,th,,
8,1389459344597602307,"RT @realtahiramin: That sentence is:

""It’s not clear developing countries even have the ability to manufacture large-scale, complex techno…",444726920,en,,
9,1389459344455081985,"RT @kernaghanscott5: For those pro-vaxx choice, have your doubters spend 2 mins. being informed. This song video has most of the things to…",45717780,en,,
0,1389459344446476288,"@anupsoans Sir, Even if vaccine stocks are up, there are plenty of other obstructive factors that will slow down vaccination.

Yesterday a friend of mine who is working at a govt med school told me very less people are getting vaccinated.",113891892,en,,
1,1389459343330873344,"RT @OwaisGandhi: After the fatal decision of exporting vaccines by PM Modi, it led to many Indians losing their lives and putting lakhs mor…",429597193,en,,
2,1389459342370299908,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,3092605813,th,,
3,1389459342194364420,RT @callmefye: Klu nk diikutkan dia ni kelas kayangan. Bnyk advocate kpd benda² positif. Rilek je ambik vaccine yg sama org biasa akn ambik…,2394431286,in,,
4,1389459342118715392,"RT @chetan_bhagat: It's not a Bollywood movie. A plane load, truck load, train load doesn't mean much, even if it makes for good visuals.
U…",1044503544609558528,en,,
5,1389459340940038144,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",856518227744010241,th,,
6,1389459340197711879,RT @RichardGrenell: Joe Biden got his vaccine under the Trump Administration.,159413218,en,,
7,1389459338104815618,"RT @peejayreyes: @mlq3 @mrsunlawyer Sinopharm: state-owned pharma company
Sinovac: private Chinese company 
https://t.co/nBJTuzVA2P",1080675016801435648,en,,
8,1389459337970536451,"RT @ROBJammuKashmir: Govt.of India has so far provided more than 16.69 cr vaccine doses to States/UTs Free of Cost

More than 75 lakh doses…",1249013369132089344,en,,
9,1389459337869889541,十五岁没有先天性过敏反应的儿童死于辉瑞疫苗（Pfizer Vaccine）造成的心脏病 https://t.co/17DScabNPH via @Gnews202064,1291751219795341314,zh,,
0,1389459337463009288,"RT @KibaVenisha: Without vaccines this pandemic cannot end. 

#WhereAreVaccines",1072843939781066753,en,,
1,1389459337261850625,"RT @DrJasonLeong: ""I don't want the vaccine because I don't want to take risks.""

How do I tell my friend gently and professionally, withou…",358212061,en,,
2,1389459336032923649,"RT @tfipost: Modi government and SII rubbish media reports claiming Centre did not place any fresh order for vaccines

A section of media r…",2303386854,en,,
3,1389459335852421122,"Pfizer/BioNTech expected manufacturing capacity in December?  400M doses per month.

That's about twice as many doses as they delivered in the first 3 months of this year.

https://t.co/1sHx21AGFS",56855894,en,,
4,1389459335391047681,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1235920331069480960,th,,
5,1389459334921326593,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",914142534607106048,th,,
6,1389459334245937159,"Ontario may shorten vaccine interval, looking into mixing first and second doses https://t.co/2VlngpIVwm https://t.co/yjejx6Hc5b",19000033,en,,
7,1389459333579120646,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,1371933894,th,,
8,1389459332509671424,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19Vaccination Status (As on 4th May, 2021, 8:00 AM)

✅Total vaccine doses administered (so f…",801127407554035712,en,,
9,1389459331196747778,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,955061575282339840,th,,
0,1389459330483867654,"RT @LionelMedia: Well, he’s right again. Got a problem with that? Someone’s got to get rid of the vax no one wants. Military, students, kid…",1331611236895698945,en,,
1,1389459330353664005,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",3142712294,th,,
2,1389459330223599617,"RT @sk_traza98: Modi is responsible for all these deaths

When our India is the largest producer of vaccines

So who took the vaccines from…",429597193,en,,
3,1389459329754009601,"RT @Raging_Red: The man who is not a doctor but wants mandatory vaccinations and vaccine passports for the entire world is asking for ""priv…",269794592,en,,
4,1389459329397444609,"RT @wolfofnewstreet: Hmm, abeg what did Melinda find out? I've already taken the vaccine o, hay God",965155399,en,,
5,1389459329053597699,"RT @reformparty_uk: 🚨A warning about vaccine passports🚨

From @drdavidbull https://t.co/zGLCz6VJeM",1328659398043033600,en,,
6,1389459328512450560,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",1240908175861116929,th,,
7,1389459328487215107,RT @adamkams: This coming Friday tune in to hear @WHO Special Adviser to @DrTedros Dr Peter Singer discuss the critical need for vaccine eq…,1203559540706275334,en,,
8,1389459327954546689,Raajjeyga Huri Covishied Vaccine Madhu: Mabrook https://t.co/LyvTXv2aXz,2496841045,et,,
9,1389459327925293057,@Hamad_hassan20 Can you please explain why still some elderly people with health issues didn’t even take the vaccine yet!! And you are supporting the teachers to take the vaccine considering them front liners?! A healthy teacher or a sick mother who has priority for the vaccine?!,187321312,en,,
0,1389459327828860931,RT @konstantinospo7: Denmark says no to J&amp;J. Exactly like Oxford/Astra. https://t.co/Pd96OMaSYm,74088801,en,,
1,1389459327442821120,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,2739579902,th,,
2,1389459327371579399,The F.D.A. is set to authorize the Pfizer-BioNTech vaccine for those 12-15 years old by early next week. – https://t.co/0j3h69neyD https://t.co/blkZ2c4vPc,991551002649219072,en,,
3,1389459327308636160,"RT @Bangal1920: Our PM is Totally Failed to Handle Covid19 Cases. Oxygen Not Available, Vaccine Not Available, Bed Not Available but He Say…",1307039310869266433,en,,
4,1389459327145156609,Waive the vaccine patents now! @POTUS @JoeBiden https://t.co/AHXUu2arDg,110522177,en,,
5,1389459327111553025,RT @EnverYucel: https://t.co/L75gwYFrg8,970322498842714112,und,,
6,1389459327010762752,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,2240740676,th,,
7,1389459325823954955,RT @murderxbryan: Let’s just start giving people $100 to get the vaccine. Fuck it. I don’t care if I don’t Get the money,1375181336298852354,en,,
8,1389459325001732108,RT @ASCALON_dnity: แต่ฉีด J&amp;J ได้นะ เพราะมันเป็น replication-incompetent vector vaccine คนละอย่างกับ mRNA อ่ะ แต่เรื่องแพ้สารนี้ไม่แน่ใจ ก็…,199562867,und,,
9,1389459324905299968,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,2308562076,th,,
0,1389459324808929282,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",995683074254848000,th,,
1,1389459324724994051,"RT @latikambourke: It's official. 

Britain has now administered 50 million vaccine doses - the equivalent of Australia's population twice…",25748274,en,,
2,1389459324666327040,"Covid 19 vaccine: Serum, Bharat Biotech got advance of Rs 2,500 crore for 16 crore doses, says government | India News - Times of India https://t.co/gjjEMzvlwe",791999464550522882,en,,
3,1389459323991035904,"#WhereAreVaccines 
A failed Govt unable to provide vaccine to its citizens, while looted billions of Rupees on the name of #PMCaresFunds 
#ModiMustResign https://t.co/emZ1nrlcP5",1386121300934942722,en,,
4,1389459323110166530,"RT @realtahiramin: This @WSJ Editorial Board piece, which has the jingoism of Rudyard Kipling's writings, deserves a fuller response. But i…",444726920,en,,
5,1389459322850234368,"RT @RealCandaceO: The mainstream media promoting Bill Gates while admonishing Joe Rogan is the reason nobody trusts journalists anymore. 
H…",1223356417,en,,
6,1389459322825068544,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1113962237515849728,th,,
7,1389459322443235328,RT @nanaicez: Vaccine Tourism ประเทศที่รอคอยมากที่สุดคือ ญี่ปุ่นกับเกาหลี,77979765,th,,
8,1389459321981788161,RT @fatboycanrun: @muhdfirasy @oishit2 @zkwnrzk @cubunotfubu And tambah lagi. Ada group of people yang mmg tak boleh ambil vaccine macam im…,226037141,in,,
9,1389459321881255936,RT @Bkrs_Rakshith: Inspite of offering free Vaccine and if the people have still defeated you. Then the virus is more appealing than you..…,4380194536,en,,
0,1389459321382129665,RT @Portes_Thomas: Les lycéens se mobilisent pour passer le bac en contrôle continu. Les étudiants crèvent de faim. Les professeurs ne sont…,1935175326,fr,,
1,1389459320589279232,"RT @StayingReal0511: India went into premature celebrations &amp; got complacent on d Covid fight.
The Gov ignored expert warnings on an inpend…",1369924754451300354,en,,
2,1389459320144756736,"RT @ManBhartiy21782: When the situation in Rajasthan was uncontrollable, why did the Gehlot government give 10 thousand Remedesivir injecti…",1244159270813175808,en,,
3,1389459320006402048,"@DarlingDarla They're gonna tell you to drink lots of water, move that arm, and to exercise, because it helps activate the vaccine. Luckily I know the perfect exercise...😏😈😂 Lmfao. Good luck! Lemme know how it goes!",3154796807,en,,
4,1389459319838621696,"RT @adegovardhan: India is likely to face a vaccine shortage for the next few months, Serum InstituteCEO Adar Poonawalla said. 

फिर वैक्सी…",39693352,en,,
5,1389459319159246849,Phony coronavirus vaccine site shut down by federal agents  https://t.co/c4LhmaH3N1,181039052,en,,
6,1389459318873804801,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,900660327792099332,th,,
7,1389459318819508227,"RT @genderjoy: it is not lost on me that the bad person in this comic is depicted as fat, when there is obviously no correlation between bo…",1355019708538359809,en,,
8,1389459318521491456,It's because the Covid vaccine made his penis malfunction https://t.co/H0j5VQOBwT,1359933630173249542,en,,
9,1389459317489758214,"@vsurvivor @narendramodi @drharshvardhan @adarpoonawalla @BharatBiotech 1 st priority  should be given to those those awaiting their 2nd doseage of the vaccine .
18 to 44 age group should be vaccinated only if govt has enough stock of vaccines for both age groups .",2485146962,en,,
0,1389459317481345024,RT @PuangSad: ยายได้คิวฉีด Vaccine Astrazeneca เดือนหน้า สำหรับคนแก่อายุ 80 กว่า โรคประจำตัวความดันโลหิตสูง ทั้งวัคซีนและโรคไม่มีปัญหา ผลข้…,2704182013,th,,
1,1389459317426999296,"RT @lilsasquatch66: I got the Johnson and Johnson vaccine and suddenly the entire Avengers cast is in my room calling me their ""brave littl…",754717549045088256,en,,
2,1389459315174506507,Why you can't compare Covid-19 vaccines https://t.co/W7AIJJpCsv via @YouTube,1244653398189719552,en,,
3,1389459314411282434,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,196949048,th,,
4,1389459311353532416,"Dr. Wen: I'm not sure US is going to reach herd immunity
https://t.co/F9ODcFpEzz",1099939236,en,,
5,1389459310137200643,"RT @ashishkjha: This is big. FDA set to authorize Pfizer for 12-15 year-olds. Soon

About 16 million humans in this age group in US

Gettin…",377826257,en,,
6,1389459310061793283,"RT @kingofkgn: So the vaccine have nano chip, 5g and metal inna it...and you telling me I got all of this for free?",875988959544979456,en,,
7,1389459309415653381,"RT @Cherryoon16: Thank GOD ok na buong katawan ko
Pasaway to si vaccine hehe tinakot ako.

@SB19Official 
#SB19  #DefrostSaFreezer",1077108987823157248,tl,,
8,1389459308451012609,"RT @arunava: We need a clear, articulated vaccine plan, month on month, week on week, to show how everyone will be vaccinated. Requirement…",437191496,en,,
9,1389459306982957058,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1688236806,th,,
0,1389459306844758022,@mathilda_xyz @latimes Vaccines relating to America.,110081870,en,,
1,1389459306609659907,"RT @PushparajVD: PM @narendramodi’s new house will be built ASAP. No expense spared.

Yet vaccines will not be free for all, Indians strugg…",1113076853386895360,en,,
2,1389459306018451458,"I am really concerned that they want to roll out an experimental vaccine to children, to protect adults? For children the rusk outweighs the benefit! #CovidVaccine #children https://t.co/RtuBvh1pq6",1009807009586311169,en,,
3,1389459305758437377,"RT @Angelaisawake: 35-year-old Anne VanGeest passed away “due to complications after receiving” her j@b. 

https://t.co/H7KkmwBp3i

J&amp;J htt…",427689510,en,,
4,1389459305422671874,"RT @Laurie_Garrett: India's Serum Inst. is the world's largest #vaccine maker. According to the CEO, Adar Poonawalla, the #Modi government…",1267688823938375680,en,,
5,1389459305108176898,"RT @HPVSideEffects: ""Edinburgh mum found dead 48 hours after having second Covid vaccine as husband devastated""

#covid1984 #vaccinated #va…",1239593072201207808,en,,
6,1389459304604835844,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,2953564890,th,,
7,1389459304428703745,RT @ASCALON_dnity: อ้าว!! สรุปว่า...คนที่เป็นภูมิแพ้หรือแพ้ยาสามารถฉีดได้ตามปกติ แต่คนที่แพ้สารก่อภูมิแพ้บางชนิดเท่านั้นที่เมื่อฉีด mRNA va…,2960282664,th,,
8,1389459303921238021,"RT @mariusknulst: 18 REASONS I WON'T BE GETTING A COVID 💉😎🙏👇👇👇
https://t.co/5Px78xsiIT",777151114663890948,en,,
9,1389459302830641158,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",173888988,th,,
0,1389459302642032640,"RT @santiagomayer_: I’m so tired of people asking how we can trust a vaccine made in less than a year. 

Like bruh you were made in 9 month…",7420282,en,,
1,1389459301492740098,Silly Questions People Asked about COVID-19 Vaccine  #COVID-19 #vaccine https://t.co/VHUEJ3Ynii https://t.co/Ji9DsyBMNT,936182553442009088,en,,
2,1389459301404606466,Pfizer COVID-19 Vaccine Expected To Get FDA Emergency Approval For Age Group 12-15 Next Week https://t.co/33vHcnNZi8 #StockMarket #Stocks https://t.co/9kHu4LD206,1006334607946649600,en,,
3,1389459301220052992,"RT @_SC91: Why did Eminem prefer the Johnson &amp; Johnson vaccine?

You only get one shot 🎤💉
#funny #dadjoke #sexy #bigbooty #blonde https://t…",1241179335723069440,en,,
4,1389459300322619396,@tweetswinters @just1meAngie @RobertKennedyJr You nor anyone else knows whether the vaccines caused this. We only know they it happened coincidentally to about 12 out of millions of people. It may be that it would have happened anyway.,1238981961823248384,en,,
5,1389459299949326343,"RT @GovMurphy: NEW: We’re launching our “Shot and a Beer” program to encourage eligible New Jerseyans ages 21+ to get vaccinated.

Any New…",798178957233373184,en,,
6,1389459299743719433,RT @TheRightMelissa: Here is Bill Gates during a Ted Talk discussing global depopulation as a solution to getting CO2 down to near zero.. b…,82400915,en,,
7,1389459299588460545,"RT @Haraprasad_: As the 2nd wave of covid-19 in India, it is essential to speed up vaccinations.
With universal adult vaccination drive sta…",1345087307313893376,en,,
8,1389459299416510468,Ripping off the bandaid hurt so much more than the actual vaccine 😭😭,1294181067239223297,en,,
9,1389459298401488905,@daisy_pom I’m so glad your mom got her vaccines and your nan has some protection with first dose. Take care of them . Daisy you are an adorable doggie always so kind💕💞,782859925,en,,
0,1389459298338557956,RT @aznbolshygirl: san jose is handing out free boba &amp; cookies at vaccination clinics to try &amp; motivate people to be vaccinated bc so many…,1121126207238524928,en,,
1,1389459298212728833,"RT @jaysaran: TPBS สรุปเรื่อง vaccine

Moderna เอกชนเอาเข้าจ่ายเอง
Pfizer ถ้าได้ฉีดในเด็กก่อน
AZ Sinovac ตัวยืน
AZ ให้ในอายุมากกว่า 60
Sput…",3076702500,th,,
2,1389459297499705345,"RT @KibaVenisha: Modi has never set his priorities for the welfare of the countrymen ! 

Modi has completely doomed us ! 

Modiji  got enou…",429597193,en,,
3,1389459296614813697,"@RTLFrance @MLP_officiel @VenturaAlba Révisez vos fiches, l'Allemagne ne vaccine pas du tout 1 million de personnes par jour, c'est arrivé une seule fois la semaine dernière ! Cf.https://t.co/eWQTtP5PlW  Arrêtez de toujours comparer la France à l'Allemagne, à quoi ça sert ??",829735284690534400,fr,,
4,1389459296417587201,"The Company has committed over $1 billion for development of Johnson And Johnson Covid-19 Vaccine in partnership with the Biomedical Advanced Research and Development Authority (BARDA) Office of the Assistant Secretary 

#COVID19Vaccine #JohnsonandJohnson 
https://t.co/LmwjJhQmIC",1277937243559129088,en,,
5,1389459295733903365,"Centre must address the Covid-19 vaccine shortage.

States shud be financially supported,bridge funding.Centre should have procured these and distributed them to the states.

But PM is busy in building his own image !

#WhereAreVaccines ?",956495803912081408,en,,
6,1389459295511666690,RT @GovMikeDeWine: ➡ @Indians are offering discounts on tickets for those who have been vaccinated! Fans can get $5 off regular priced Uppe…,194227160,en,,
7,1389459295469592576,"@tapanwaval Complacency of low number of cases, must have thought that existing capacity and BB is good enough to start vaccine program phase 1 in Jan. And plus serum fire accident. We are talking of decisions that should have been made in dec-Jan.",379315194,en,,
8,1389459295368990721,"@ethinthehall no use, you have to reach at 6 am if u need vaccine",1280610170758930433,en,,
9,1389459295314579462,"RT @SorayaMcDonald: Here in America you see, we like our pandemics like we like our wars: miserable and endless for no good reason https://…",2852245830,en,,
0,1389459292420333569,"RT @RBReich: If we can all agree that the Covid vaccine should be free (of course it should), why can't we agree that insulin should also b…",2795537844,en,,
1,1389459292290314243,"RT @Singh29271054: The most incompetent, inefficient, clueless, lazy dr in your neighborhood. What is their action plan to improve O2 suppl…",1213127636873969664,en,,
2,1389459291501891584,"@BilalAwan85 @Asad_Umar Kuch arsay k lye ye mushkil rhy gi. Q k sirf Pakistan nahi dunya bhar men abhi k lye ek sy rules rkhy gae hain. Ta k jb ek flight men ziada afraad ho jaen Vaccine walay to phr phailao ka khatra kam rehta.

Kuch arsa is takleef ko bardasht kijye. 
ALLAH hami o nasir ho",1368900633575780352,hi,,
3,1389459291007029251,"@SophieVerland @AaronVells Cuits comme les carottes ! Pour une partie de la population, oui, c'est cuit ! Ceux qui sont vaccinés, c'est un peu foutu pour eux, c'est clair... Condoléances à leurs proches. Pour les autres, on a encore à construire le nouveau monde, plus beau, plus humain, plus fraternel !",745707823,fr,,
4,1389459290315005952,RT @PuangSad: ยายได้คิวฉีด Vaccine Astrazeneca เดือนหน้า สำหรับคนแก่อายุ 80 กว่า โรคประจำตัวความดันโลหิตสูง ทั้งวัคซีนและโรคไม่มีปัญหา ผลข้…,742358794072559616,th,,
5,1389459289878654979,RT @ASCALON_dnity: วัคซีนโควิดของ Pfizer กับ Moderna เป็น mRNA vaccine ไม่ปลอดภัยสำหรับคนที่เคยมีอาการแพ้แบบรุนแรง (anaphylaxis) หรือมีการแ…,1013999985052905472,th,,
6,1389459289861812225,"#WhereAreVaccines 
A failed Govt unable to provide vaccine to its citizens, while looted billions of Rupees on the name of #PMCaresFunds 
#ModiMustResign https://t.co/N2WzllqNz6",1386121300934942722,en,,
7,1389459289564012546,"RT @Haraprasad_: As the 2nd wave of covid-19 in India, it is essential to speed up vaccinations.
With universal adult vaccination drive sta…",1001060699551027200,en,,
8,1389459289245425664,RT @nori_reed: Having the vaccines but not being able to convince Americans to get them is huge trying to get your drunk friend to drink wa…,3024697854,en,,
9,1389459289123733511,"RT @Alyssa_Milano: The richest nations have hoarded the vaccines. 

The patents need to be lifted NOW. 

No one is safe until everyone is s…",1140330194,en,,
0,1389459288783917057,"RT @David_Leavitt: The same people who’re afraid of getting the vaccine are waiting 6 hours in line to eat at White Castle.

 https://t.co/…",1338966726369656833,en,,
1,1389459288570146816,"RT @loaded_juju: 💜 WW GIVEAWAY 💜

✨prize
- choice of (1) bt21 vaccine card toploader

✨rules
- follow @loaded_juju on ig + twt
- rt + like…",4760167453,en,,
2,1389459288117108739,@Antman0528 They have shunned us even before the vaccine,16139700,en,,
3,1389459287118843907,"RT @Breaking911: Free beer for COVID vaccine recipients in New Jersey, Governor announces. https://t.co/wo5ThniHK2",609768717,en,,
4,1389459286854553602,"RT @barnabychuck: Many Filipinos are confused. Sinovac and Sinopharm are NOT THE SAME vaccines.

Sinovac has emergency use authorization in…",2565167935,en,,
5,1389459286741368837,"RT @ManBhartiy21782: When the situation in Rajasthan was uncontrollable, why did the Gehlot government give 10 thousand Remedesivir injecti…",1362979293635047425,en,,
6,1389459286317801474,RT @TheOnion: U.S. Vows To Invade Next Country That Asks For Covid Vaccine IP https://t.co/OrOclcZXX6 https://t.co/OE2qGNhQps,1323158737675276293,en,,
7,1389459286129061890,"RT @MollyJongFast: The vaccine was good enough for Rupert Murdoch, tuckers boss. Also Obama is neither old nor creepy.",791026956515016704,en,,
8,1389459286095446016,via @NYTOpinion Important article supporting a growing campaign to suspend intellectual property  rights so that poorer countries can make their own. It is the only equitable solution and will make the world safer.  https://t.co/GBr49otolH,426533679,en,,
9,1389459285885730817,"Nippon Hoso Kyokai (Japan Broadcasting Corporation), Japanese public service broadcaster, still claims ""the vaccination is considered as the measure to protect the individuals and not to prevent the transmission"" on its website. #factcheck https://t.co/D4vg4C6DQn @NatGeoから",1183381722559156225,en,,
0,1389459285764186116,"@Femi_Sorry You get more desperate by the day Femi. If we took part with EU vaccine programme,  we would be as far behind as they are. Just suck it up and stop your whining",1378271345327357953,en,,
1,1389459285390860288,"RT @nitingrover787: @adarpoonawalla If u are in doubt to take vaccine or not, watch this video received over WA. No better way to explain w…",164620208,en,,
2,1389459284988088324,"RT @prempanicker: ""Order for vaccines due May 1 was placed on April 28: Centre""

Fixed it for you, pro bono.",52322871,en,,
3,1389459284489084928,"RT @adriaankeij: Lekker, je zult maar in alle vertrouwen dat “Nederlandse vaccin” genomen hebben, en dan komen die gekke Denen met zo’n ber…",1014787110539231232,nl,,
